# Time-averaged data for fix fix_boxsize_output
# TimeStep v_xwidth v_ywidth v_zwidth
50000        173.205000        200.000000        200.000000
50100        162.485759        200.000000        200.000000
50200        158.405294        200.000000        200.000000
50300        153.909570        200.000000        200.000000
50400        149.047751        200.000000        200.000000
50500        145.110506        200.000000        200.000000
50600        141.517904        200.000000        200.000000
50700        138.133722        200.000000        200.000000
50800        136.182140        200.000000        200.000000
50900        133.313618        200.000000        200.000000
51000        131.468623        200.000000        200.000000
51100        128.921724        200.000000        200.000000
51200        126.675000        200.000000        200.000000
51300        124.077442        200.000000        200.000000
51400        123.247140        200.000000        200.000000
51500        121.124453        200.000000        200.000000
51600        119.888348        200.000000        200.000000
51700        117.693689        200.000000        200.000000
51800        116.563062        200.000000        200.000000
51900        115.020492        200.000000        200.000000
52000        115.076199        200.000000        200.000000
52100        113.800396        200.000000        200.000000
52200        112.790241        200.000000        200.000000
52300        111.780851        200.000000        200.000000
52400        110.888228        200.000000        200.000000
52500        109.716319        200.000000        200.000000
52600        108.837844        200.000000        200.000000
52700        107.887643        200.000000        200.000000
52800        107.581757        200.000000        200.000000
52900        106.573359        200.000000        200.000000
53000        106.092401        200.000000        200.000000
53100        104.979446        200.000000        200.000000
53200        103.904663        200.000000        200.000000
53300        103.445424        200.000000        200.000000
53400        103.088514        200.000000        200.000000
53500        102.793793        200.000000        200.000000
53600        102.759880        200.000000        200.000000
53700        101.964384        200.000000        200.000000
53800        101.550483        200.000000        200.000000
53900        100.612727        200.000000        200.000000
54000        100.361342        200.000000        200.000000
54100         99.694154        200.000000        200.000000
54200         99.408181        200.000000        200.000000
54300         98.598982        200.000000        200.000000
54400         98.484419        200.000000        200.000000
54500         97.976609        200.000000        200.000000
54600         97.917262        200.000000        200.000000
54700         97.187307        200.000000        200.000000
54800         96.404874        200.000000        200.000000
54900         96.023720        200.000000        200.000000
55000         95.341855        200.000000        200.000000
55100         94.390382        200.000000        200.000000
55200         94.169399        200.000000        200.000000
55300         92.972540        200.000000        200.000000
55400         92.485978        200.000000        200.000000
55500         92.319211        200.000000        200.000000
55600         91.741517        200.000000        200.000000
55700         91.180933        200.000000        200.000000
55800         91.000603        200.000000        200.000000
55900         90.447232        200.000000        200.000000
56000         90.007523        200.000000        200.000000
56100         90.019162        200.000000        200.000000
56200         89.301595        200.000000        200.000000
56300         88.435107        200.000000        200.000000
56400         87.919284        200.000000        200.000000
56500         87.772535        200.000000        200.000000
56600         87.887859        200.000000        200.000000
56700         88.096809        200.000000        200.000000
56800         87.321950        200.000000        200.000000
56900         87.368032        200.000000        200.000000
57000         87.843081        200.000000        200.000000
57100         87.484408        200.000000        200.000000
57200         86.942272        200.000000        200.000000
57300         86.897686        200.000000        200.000000
57400         86.121646        200.000000        200.000000
57500         85.719272        200.000000        200.000000
57600         85.658849        200.000000        200.000000
57700         85.218145        200.000000        200.000000
57800         84.924191        200.000000        200.000000
57900         84.657074        200.000000        200.000000
58000         84.394106        200.000000        200.000000
58100         84.072871        200.000000        200.000000
58200         83.597692        200.000000        200.000000
58300         83.625395        200.000000        200.000000
58400         83.612358        200.000000        200.000000
58500         83.276048        200.000000        200.000000
58600         83.177431        200.000000        200.000000
58700         82.771775        200.000000        200.000000
58800         82.877200        200.000000        200.000000
58900         83.076138        200.000000        200.000000
59000         82.620934        200.000000        200.000000
59100         81.687304        200.000000        200.000000
59200         81.658701        200.000000        200.000000
59300         81.740251        200.000000        200.000000
59400         80.978381        200.000000        200.000000
59500         80.866706        200.000000        200.000000
59600         80.533869        200.000000        200.000000
59700         80.496324        200.000000        200.000000
59800         80.711418        200.000000        200.000000
59900         80.588158        200.000000        200.000000
60000         80.186885        200.000000        200.000000
60100         79.762727        200.000000        200.000000
60200         79.669178        200.000000        200.000000
60300         79.453319        200.000000        200.000000
60400         79.533021        200.000000        200.000000
60500         78.818972        200.000000        200.000000
60600         79.166945        200.000000        200.000000
60700         78.428395        200.000000        200.000000
60800         78.510083        200.000000        200.000000
60900         78.324117        200.000000        200.000000
61000         78.286469        200.000000        200.000000
61100         78.109317        200.000000        200.000000
61200         77.918383        200.000000        200.000000
61300         78.097709        200.000000        200.000000
61400         77.676526        200.000000        200.000000
61500         77.810646        200.000000        200.000000
61600         77.485395        200.000000        200.000000
61700         77.518303        200.000000        200.000000
61800         77.338676        200.000000        200.000000
61900         76.984763        200.000000        200.000000
62000         77.355287        200.000000        200.000000
62100         76.962294        200.000000        200.000000
62200         76.604197        200.000000        200.000000
62300         76.450746        200.000000        200.000000
62400         76.218687        200.000000        200.000000
62500         76.010837        200.000000        200.000000
62600         75.428812        200.000000        200.000000
62700         75.360796        200.000000        200.000000
62800         74.982673        200.000000        200.000000
62900         75.279804        200.000000        200.000000
63000         75.195784        200.000000        200.000000
63100         74.569404        200.000000        200.000000
63200         74.517264        200.000000        200.000000
63300         74.209197        200.000000        200.000000
63400         74.615192        200.000000        200.000000
63500         74.207179        200.000000        200.000000
