# Time-averaged data for fix fix_eqn_baro
# TimeStep c_C_press_baro c_C_press_baro[1] c_C_press_baro[2] c_C_press_baro[3] c_C_press_baro[4] c_C_press_baro[5] c_C_press_baro[6] c_C_temp_tran
30200 -1416.29 -4300.44 -51.6622 103.23 -839.512 -114.066 -319.033 0.977061
30300 -1597.02 -4843.56 -176.614 229.125 -425.959 87.0744 -57.5851 1.00693
30400 -1147.03 -4328.45 214.064 673.304 584.879 -475.51 32.0921 1.02078
30500 -1633.24 -4796.89 -139.006 36.1715 -244.215 -215.027 37.7195 0.995294
30600 -1725.26 -4991.94 -52.4314 -131.426 206.608 81.6812 -446.195 0.976901
30700 -1497.3 -4638.9 210.425 -63.4387 203.985 -205.111 -43.0531 1.00659
30800 -1681.65 -5061.36 220.549 -204.149 260.692 -457.155 203.741 1.00075
30900 -1951.39 -4949.87 -607.072 -297.239 -377.507 266.208 -270.335 1.00357
31000 -1876.65 -5574.77 186.284 -241.45 -424.776 -566.494 -149.367 0.993963
31100 -1404.97 -4477.94 185.712 77.3172 304.655 -459.503 379.768 1.0055
31200 -1593.24 -4798.87 -355.605 374.754 -718.53 265.721 -655.525 0.993821
31300 -1640.33 -5176.42 118.206 137.225 215.714 481.761 132.991 1.00019
31400 -1951.97 -5639.77 -88.4762 -127.676 436.573 -646.258 378.253 1.00963
31500 -2131.75 -5512.04 -492.895 -390.326 -222.121 262.317 266.159 1.00382
31600 -2133.05 -5827.78 -394.012 -177.354 424.352 -130.144 -562.381 1.00298
31700 -1789.11 -5071.66 -104.437 -191.234 4.45571 -162.827 317.651 1.00424
31800 -1600.72 -4746.19 102.35 -158.324 567.535 360.832 -370.662 0.998636
31900 -1341.71 -4341.27 276.642 39.4921 -347.315 -273.46 -199.369 1.01173
32000 -1958.93 -5295.92 -141.752 -439.114 423.374 -118.815 236.324 1.00703
32100 -2009.96 -5190.97 -552.344 -286.563 157.596 215.001 -558.091 0.995696
32200 -1607.83 -5121.11 48.899 248.726 -330.094 -21.4931 -87.2906 0.99541
32300 -1586.97 -4481.61 -52.4692 -226.828 340.172 -25.4607 174.521 0.99641
32400 -1673.55 -4902.66 -635.105 517.118 121.516 169.531 153.861 0.970261
32500 -1532.94 -4602.55 -311.149 314.886 -538.826 328.246 -164.756 0.99751
32600 -1113.72 -3347.06 -64.5749 70.4858 -34.3182 228.427 299.533 0.984956
32700 -1425.1 -4763.8 152.197 336.311 346.357 -78.3798 -245.611 0.986319
32800 -1647.72 -4686.75 -149.054 -107.362 -51.8743 -394.423 -26.7443 0.992569
32900 -1632.99 -5094.72 -243.941 439.69 472.074 129.626 -297.094 0.995463
33000 -1762.93 -5243.09 458.22 -503.919 -117.247 535.756 102.947 0.983657
33100 -2256.48 -5707.82 -711.826 -349.781 -517.052 -108.296 -451.428 0.976037
33200 -2363.73 -5871.9 -823.561 -395.734 170.044 -289.399 365.625 0.974206
33300 -1523.04 -5010.8 -88.2739 529.956 -114.672 265.299 -216.821 1.00005
33400 -1593.52 -4512.18 -123.349 -145.033 -398.796 421.771 231.321 0.988373
33500 -1710.84 -4875.2 -48.9846 -208.352 -229.484 -444.423 -259.917 0.997176
33600 -1605.22 -4849.22 422.746 -389.192 734.033 278.233 120.26 0.989864
33700 -1679.41 -4664.91 -258.869 -114.45 -226.176 266.104 117.933 0.999087
33800 -1626.48 -4734.78 153.887 -298.543 705.287 -703.551 -40.0467 0.980847
33900 -1863.62 -5207.82 -327.773 -55.2701 655.269 287.206 -305.752 0.991218
34000 -1871.2 -5493.18 87.8468 -208.258 -90.1897 -139.411 302.187 0.995655
34100 -2035.71 -5294.81 -196.797 -615.504 -0.0171032 -68.8314 -26.7039 0.98937
34200 -1983.06 -4990.51 -286.422 -672.257 -146.432 27.9728 78.9364 1.01024
34300 -1564.28 -4731.34 60.2738 -21.787 9.58349 385.159 -12.4215 1.00452
34400 -1702.3 -5339.76 622.891 -390.027 477.203 -161.114 238.788 0.986584
34500 -1885.81 -5310.17 -180.154 -167.118 255.785 370.631 29.7706 0.993938
34600 -2158.94 -5770.1 -120.882 -585.853 111.456 95.2237 -216.694 1.00357
34700 -2103.92 -5703.71 -334.49 -273.566 -129.987 42.8891 -402.223 0.985494
34800 -1652.02 -5208.16 157.816 94.2965 89.3738 364.056 186.537 1.01031
34900 -1655.14 -5000.81 -135.694 171.077 457.777 -179.885 -286.067 0.99654
35000 -1601.32 -4470.02 -137.466 -196.474 230.763 -111.7 -123.978 0.993012
35100 -1513.72 -5100.22 499.611 59.4396 -371.671 -280.642 -296.186 1.0002
35200 -1885.75 -5465.3 -433.77 241.808 388.071 584.433 -102.972 1.01308
35300 -2358.3 -5422.68 -990.984 -661.239 -199.633 -474.173 -277.218 0.971017
35400 -1498.72 -4462.16 -63.8345 29.8436 107.951 331.637 175.91 0.993064
35500 -1437.29 -4561.24 279.201 -29.839 631.98 23.8294 422.042 0.99675
35600 -1297.55 -4000.85 122.692 -14.4979 470.165 -108.228 29.9805 1.00828
35700 -1653.45 -5262.07 36.2793 265.446 -332.647 -2.86405 298.752 1.00688
35800 -1613.6 -5091.5 659.877 -409.177 -96.0788 773.766 122.962 1.02401
35900 -1499.31 -4766.68 74.5544 194.204 289.3 11.0356 543.064 1.01471
36000 -1820.77 -4820.74 -305.606 -335.972 -878.774 144.807 -340.052 1.01943
36100 -1901.36 -5188.99 -3.3598 -511.735 -140.655 310.042 122.686 1.00423
36200 -1778.94 -5227.74 265.85 -374.928 -138.105 -237.948 -464.128 1.0062
36300 -1906.17 -5253.35 -83.4545 -381.717 285.743 -426.24 -172.774 0.990668
36400 -1586.97 -4818.46 -38.064 95.6221 -384.815 467.257 -222.192 1.00148
36500 -1855.94 -5336.36 -471.466 240.02 129.105 -345.093 -172.519 0.996058
36600 -1853.02 -5255.35 -125.595 -178.12 596.046 7.4489 -397.476 0.99589
36700 -1868.27 -4605.32 -591.778 -407.71 -568.865 297.402 881.917 0.977969
36800 -1752.01 -4691.63 -240.823 -323.584 81.818 -401.109 40.1153 0.985098
36900 -1283.64 -4246.9 -168.292 564.269 4.1662 277.131 -164.074 1.01005
37000 -1279.22 -4037.81 329.271 -129.135 344.845 160.642 -52.2585 0.990962
37100 -1273.58 -4346.64 -142.909 668.812 -68.0417 -346.48 208.865 1.00018
37200 -1940.47 -5244.92 -364.635 -211.845 32.8381 -296.195 477.574 1.00251
37300 -1490.33 -4565.94 -154.759 249.723 924.609 197.137 -376.441 0.998698
37400 -1327.04 -3990.54 -130.146 139.554 8.53169 -82.8763 -18.7761 1.00091
37500 -1855.78 -5682.65 -374.558 489.861 -298.703 226.773 -148.658 1.00101
37600 -1770.4 -5169.5 -124.88 -16.8147 -101.679 -118.569 237.792 0.994781
37700 -1694.99 -4751.22 -672.457 338.691 513.59 -339.48 104.426 1.0088
37800 -1594.98 -4513.32 56.5511 -328.186 -544.412 164.048 -37.9287 0.983205
37900 -1457.93 -4495.51 -248.288 370.005 -339.075 -494.523 505.939 0.978784
38000 -1415.49 -4417.31 -108.557 279.387 359.134 400.242 317.277 0.986021
38100 -1586.25 -4684.46 -324.614 250.311 -252.972 699.926 -176.37 0.996422
38200 -1753.19 -4662.29 108.538 -705.803 244.798 -294.276 155.744 1.02624
38300 -1660.17 -4100.19 -657.296 -223.02 193.008 -178.122 -445.157 1.00777
38400 -1605.98 -4929.93 50.7932 61.1809 -515.654 69.1029 58.5626 0.993854
38500 -1717.38 -4672.75 -434.32 -45.0816 -238.462 117.972 207.488 1.00447
38600 -1733.41 -5235.87 1.89126 33.7305 421.346 166.133 -58.9274 1.00198
38700 -1308.44 -4376.92 290.394 161.22 -63.8426 359.761 -186.512 1.01714
38800 -1396.37 -4613.01 -212.513 636.405 -204.06 -428.677 375.141 1.00062
38900 -1640.85 -5066.62 -229.838 373.902 -42.3819 -272.871 -474.623 0.981905
39000 -1516.14 -4809.05 306.313 -45.6808 362.881 300.301 8.06509 1.00126
39100 -1596.85 -5372.13 429.757 151.818 -325.355 -154.039 793.981 0.980328
39200 -1728.76 -5021.23 -200.815 35.769 124.171 -63.9595 24.8214 0.997802
39300 -1517.05 -4808.77 175.675 81.9337 313.953 -400.907 251.968 1.00689
39400 -1573.28 -5072.83 637.641 -284.662 280.875 233.173 60.8714 1.00406
39500 -1564.73 -4778.4 111.029 -26.8192 -27.7199 524.829 -363.493 0.976625
39600 -1433.21 -4670.08 193.342 177.103 -5.3363 -46.2716 -178.329 1.00396
39700 -1596.12 -4653.4 347.164 -482.136 12.2594 -204.979 107.73 1.01144
39800 -1672.31 -4761.16 -53.3829 -202.374 182.703 465.741 81.8964 0.992997
39900 -1295.54 -4679.1 315.26 477.209 264.328 -262.802 -28.4773 1.00848
40000 -1967.46 -5279.57 -535.049 -87.7552 274.848 -248.507 -245.689 0.992701
40100 -1973.1 -5141.96 -259.517 -517.814 304.791 418.349 -27.7458 0.988939
40200 -1595.9 -4484.05 -196.521 -107.145 23.6932 -111.165 624.434 0.991091
40300 -1678.56 -5146.83 363.801 -252.647 182.936 -482.959 -15.1357 1.00826
40400 -1807.65 -4831.33 -456.02 -135.608 -416.401 -38.3768 276.787 0.995387
40500 -1542.55 -4576.12 -130.965 79.4282 234.264 -171.216 -355.118 0.995735
40600 -1391.12 -4224.01 24.3033 26.3539 160.13 377.815 299.994 0.99664
40700 -1633.91 -4609.23 40.2249 -332.732 -538.947 -246.54 250.402 1.01243
40800 -1839.39 -5266.12 -383.453 131.419 -160.498 591.993 -319.602 0.993075
40900 -1743.24 -4576.09 -219.7 -433.943 -791.983 138.05 -204.541 0.996833
41000 -1861.81 -4894.51 -457.353 -233.578 -124.92 -180.936 293.701 1.00131
41100 -1838.58 -5001.78 -16.5489 -497.418 719.891 137.415 -824.864 0.998236
41200 -1862.17 -5052.06 -685.684 151.251 -50.3401 39.6093 583.897 0.997814
41300 -1641.42 -5360.96 519.299 -82.6003 -164.608 610.329 -21.7966 1.00557
41400 -2235.78 -6165.53 -418.684 -123.113 -294.915 -839.332 199.44 0.980138
41500 -2055.65 -5647.43 -286.274 -233.252 609.319 795.733 7.32911 0.985291
41600 -1651.9 -4721.05 -333.287 98.6432 167.722 139.175 -389.358 1.01265
41700 -1750.12 -5036.58 6.93663 -220.727 -448.223 -606.025 70.7783 1.007
41800 -1626.08 -4826.12 -104.501 52.3879 771.06 636.081 -442.317 1.01636
41900 -2150.89 -5751.58 -386.828 -314.266 182.048 -837.485 -203.688 0.977867
42000 -1516.46 -5087.03 84.4577 453.198 -570.398 -391.628 -360.604 0.98748
42100 -1384.41 -4114.99 400.466 -438.698 -34.3686 640.709 184.392 1.00607
42200 -1359.69 -4828.85 482.231 267.556 321.385 -418.949 -138.505 1.00953
42300 -1559.05 -4426.45 -823.966 573.275 -116.355 510.169 -58.174 1.00634
42400 -1902.47 -5399.74 75.3543 -383.029 -306.541 80.4487 -92.8621 1.00044
42500 -1559.09 -4979.07 -193.227 495.025 -45.7327 -342.389 -5.49072 0.996292
42600 -1761.68 -5320.62 223.469 -187.897 276.231 195.178 391.851 1.00064
42700 -1708.53 -5098.76 -372.176 345.346 1068.5 -658.692 -446.804 0.998243
42800 -1293.63 -4716.14 60.0845 775.152 -3.69119 701.436 482.789 1.00429
42900 -1602.17 -4741.7 -185.421 120.609 -941.702 296.959 -573.721 0.988704
43000 -1698.23 -5287.68 -63.5739 256.553 578.762 -117.76 564.308 0.978446
43100 -1779.15 -5243.84 281.843 -375.463 145.396 -94.6853 -278.493 0.993114
43200 -1564.96 -4718.3 -226.67 250.073 -107.298 -297.374 -60.1505 0.993085
43300 -1584 -4775.15 372.312 -349.148 -10.0121 882.762 -232.997 0.993709
43400 -1570.78 -4822.98 -454.871 565.503 -444.886 -149.663 -219.17 0.996617
43500 -1490.14 -4863.32 501.609 -108.718 638.046 24.0639 -37.7943 1.00523
43600 -1475.36 -4883.54 97.44 360.002 -164.902 -163.379 483.172 0.98113
43700 -1545.1 -4493.47 241.686 -383.52 -193.892 -120.061 -730.484 0.999547
43800 -1653.32 -5039.7 -75.132 154.864 189.39 35.0315 437.677 0.993952
43900 -1909.67 -5663.12 463.689 -529.577 -230.691 -392.062 173.096 1.01216
44000 -2086.51 -4916.88 -493.812 -848.832 132.839 281.651 -375.246 0.979956
44100 -2011.52 -5539.81 -192.054 -302.711 29.3867 -22.253 322.664 0.999274
44200 -2030.99 -5531.24 -316.736 -245.005 303.42 97.981 745.401 0.993175
44300 -1470.66 -4577.61 647.159 -481.529 -31.1052 -367.307 -195.244 1.01225
44400 -1786.22 -5145.37 -182.887 -30.4047 -497.443 -480.737 -18.6565 0.9907
44500 -1800.01 -4844.73 -317.222 -238.062 -354.502 248.025 106.523 0.99044
44600 -1406.93 -4564.7 49.9476 293.977 390.692 476.294 -135.806 1.0164
44700 -1607.91 -4588.86 81.1569 -316.019 474.266 -333.426 587.842 0.999372
44800 -1288.22 -4070.93 -120.511 326.782 -199.866 374.692 256.3 0.996347
44900 -1115.07 -4056.25 278.109 432.923 475.369 306.961 655.101 1.00739
45000 -1319.44 -4650.67 446.39 245.968 383.456 -330.68 -223.908 0.999873
45100 -1624.16 -4558.39 -149.257 -164.847 -427.585 654.295 547.983 0.980413
45200 -1527.35 -4705.64 486.299 -362.726 194.523 213.992 649.281 0.981517
45300 -1543.7 -5166.33 126.596 408.644 -211.619 85.1426 -257.493 1.00289
45400 -1468.03 -5030.57 170.932 455.56 -695.868 -382.713 -27.2328 0.994691
45500 -1257.32 -4312.83 669.3 -128.436 -10.6812 341.095 53.3089 1.01442
45600 -1640.72 -5028.57 -224.396 330.789 -272.366 789.274 -9.94133 1.00077
45700 -1801.01 -5164.58 14.6094 -253.068 614.536 735.722 174.873 1.013
45800 -1520.65 -5005.12 -49.9946 493.164 -25.6393 -57.1507 139.313 1.00268
45900 -1248.69 -4165.75 352.621 67.0556 81.1017 512.327 -226.615 1.01841
46000 -1591.66 -5016.2 83.9203 157.289 809.802 293.016 -131.966 0.997112
46100 -1669.43 -5282.12 227.2 46.6238 -470.018 -381.696 208.339 1.01038
46200 -1735.27 -4650.1 -630.673 74.9486 162.205 464.224 -73.3039 1.00789
46300 -1846.01 -4882.15 -351.869 -304.026 29.8712 -446.284 -243.873 1.00578
46400 -1600.03 -5285.6 301.454 184.049 -162.91 173.615 128.599 0.99045
46500 -1405.08 -4603.04 84.5768 303.226 182.88 397.571 -53.7816 1.00281
46600 -1527.9 -4801.53 323.954 -106.135 -98.9091 -168.983 -160.382 1.00292
46700 -1705.86 -4689.46 -403.463 -24.645 59.2346 303.925 -283.218 0.990039
46800 -1613.25 -4457.22 36.9772 -419.507 -42.9206 -28.9299 -87.4569 0.998869
46900 -1363.77 -4311.34 316.401 -96.3816 -330.516 -813.238 -255.607 0.993391
47000 -1291.76 -4161.02 479.954 -194.206 529.53 655.832 -128.473 1.01605
47100 -1770.04 -5106.36 199.868 -403.62 359.812 -387.021 -38.4125 0.995417
47200 -1458.78 -4942.29 68.6591 497.28 -595.674 -148.704 -68.3532 0.981831
47300 -1625.63 -4889.52 12.3892 0.245363 515.85 86.3868 167.489 0.991342
47400 -1522.01 -4631.63 79.8674 -14.2624 294.012 -299.426 117.031 0.989084
47500 -1594.11 -4755.09 -408.473 381.238 -604.172 -42.239 -673.199 1.00266
47600 -1780.68 -5043.63 -232.145 -66.2634 685.189 663.777 126.412 1.00301
47700 -1667.25 -4732.96 -551.75 282.96 -180.865 -468.041 -256.165 1.00376
47800 -1561.82 -4699.84 70.4365 -56.0498 -367.029 316.649 284.648 0.996988
47900 -1867.66 -4899.23 -456.924 -246.825 217.776 119.932 -322.625 0.987374
48000 -1877.17 -5183.25 -439.3 -8.94942 -8.30308 -5.64746 -31.721 1.00222
48100 -1370.48 -4898.49 280.894 506.143 -430.974 -178.591 -420.782 1.0231
48200 -1485.67 -4376.49 -416.225 335.703 62.1602 -154.709 112.809 0.998043
48300 -1662.1 -4972.76 232.162 -245.712 -72.1853 472.308 144.442 0.986247
48400 -1491.63 -4512.36 165.527 -128.064 289.188 -2.2778 246.857 0.999822
48500 -1424.61 -4485.55 669.508 -457.794 32.1751 -194.537 453.793 0.985769
48600 -1717.03 -4692.15 74.2273 -533.168 105.415 544.378 -124.555 1.00816
48700 -1401.85 -4517.48 329.875 -17.9428 -39.2126 421.453 109.166 1.00028
48800 -1442.23 -4253.55 -25.5663 -47.5796 -351.089 -45.4252 375.836 1.01138
48900 -1689.45 -5041.76 42.2748 -68.863 -484.935 129.056 -6.79328 1.02348
49000 -1702.21 -4822.16 -31.6511 -252.817 -287.798 223.683 -423.95 0.99459
49100 -1744.52 -4707.59 -105.436 -420.516 -250.244 -198.416 -93.6213 0.981058
49200 -1656.14 -4559.67 223.123 -631.86 302.579 640.046 148.637 0.977346
49300 -1689.02 -5158.77 88.3927 3.3197 280.683 -41.532 -25.2791 0.999556
49400 -1708.19 -4935.46 -63.3424 -125.763 -125.854 -13.6329 -391.554 1.01907
49500 -1845.66 -5146.75 -107.299 -282.919 81.8355 -10.691 -121.336 1.00016
49600 -1230.68 -4384.58 171.833 520.705 -70.2729 -49.6734 89.1918 1.00899
49700 -1734.56 -4976.33 -504.171 276.825 -137.711 330.653 -73.4886 0.997033
49800 -1885.58 -5958.16 678.374 -376.949 -230.226 -381.292 -423.509 1.00375
49900 -1607.69 -4420.79 -169.762 -232.501 549.27 307.691 -63.2638 1.00326
50000 -1670.03 -4852.15 147.833 -305.768 -784.278 460.334 316.347 1.00392
50100 1153.51 -434.818 2142.33 1753 630.691 -383.655 -347.782 1.01648
50200 1333.15 -397.621 2460.78 1936.29 157.52 557.989 502.214 1.03072
50300 598.984 -777.46 1633.35 941.066 20.4077 -384.853 -136.513 1.00784
50400 562.336 -616.848 1334.3 969.56 -357.394 -109.096 261.43 1.01286
50500 486.633 -320.473 785.138 995.235 -175.461 289.955 -207.023 1.00478
50600 876.704 -365.753 1450.13 1545.73 241.731 316.207 -253.422 1.00177
50700 860.004 -368.014 1575.49 1372.54 -664.386 -481.365 295.352 1.02532
50800 429.727 -563.653 797.694 1055.14 390.135 349.371 75.5888 1.01341
50900 661.773 -493.21 1117.31 1361.22 -326.499 137.586 472.623 1.01455
51000 688.504 -283.048 1063.94 1284.62 519.154 -430.358 -679.873 1.00228
51100 311.4 -579.369 501.957 1011.61 -198.174 524.518 463.164 0.996243
51200 322.172 -591.526 1178.38 379.667 637.078 -397.555 -372.041 1.00135
51300 705.402 -222.947 1304.93 1034.22 -555.78 508.404 -93.0598 1.014
51400 386.297 -318.703 870.54 607.055 -38.7128 -588.894 276.194 0.988452
51500 811.504 -572.807 1358.03 1649.29 385.005 -160.552 -93.4035 1.01566
51600 400.511 -769.759 1077.38 893.912 -54.7455 356.291 -148.407 1.03046
51700 216.414 -748.006 788.327 608.921 -79.4092 -218.112 -397.561 1.00804
51800 620.138 -255.394 1188.88 926.93 502.299 0.823903 113.783 1.00374
51900 281.109 -179.014 730.207 292.135 178.983 -88.0236 -101.81 0.999563
52000 171.598 -521.245 383.971 652.068 -589.593 126.565 326.459 1.00393
52100 289.237 -753.383 823.505 797.589 311.801 -384.625 188.544 1.02267
52200 444.957 -594.326 778.716 1150.48 -240.523 -471.062 4.17764 0.994302
52300 203.785 -1047.75 518.332 1140.77 367.628 266.19 218.738 1.00828
52400 -85.8278 -572.965 176.158 139.324 -372.194 -10.7494 -391.194 0.99528
52500 354.637 -626.271 1266.39 423.787 223.268 184.853 603.906 1.00767
52600 106.099 -899.503 736.116 481.685 -670.795 299.963 -194.468 1.00638
52700 294.764 -671.48 499.273 1056.5 121.33 -488.913 -144.677 0.98769
52800 1.08359 -619.421 -16.5888 639.261 -438.081 -134.014 71.4959 0.998885
52900 205.765 -662.149 590.565 688.88 -428.971 -137.29 -558.405 0.999989
53000 -65.1449 -552.408 78.2954 278.678 -84.5733 -29.3707 541.245 0.988325
53100 336.656 -456.077 641.015 825.03 -149.765 -187.989 -360.616 0.995913
53200 613.879 109.631 496.809 1235.2 19.0675 -231.194 427.549 1.00533
53300 259.532 -521.036 1036.14 263.498 273.966 350.134 -191.439 0.999395
53400 346.585 -351.519 760.346 630.928 462.712 367.913 -159.909 1.00443
53500 118.945 -552.868 637.286 272.417 137.245 -256.621 166.681 0.992746
53600 -230.17 -1183.54 79.4199 413.607 -49.9508 -317.339 -78.8522 0.987204
53700 -150.369 -1059.08 136.673 471.304 -97.6862 298.256 123.491 0.993515
53800 113.269 -557.462 615.501 281.766 -218.216 -32.4174 -133.136 1.00072
53900 466.632 -289.199 1126.46 562.632 -183.971 196.268 -89.2661 0.994952
54000 306.517 -481.966 604.014 797.502 362.797 378.682 -85.5898 1.01368
54100 45.593 -726.218 289.675 573.323 -365.988 -418.228 -350.662 1.00064
54200 12.0658 -639.839 645.425 30.6111 583.494 -59.0898 284.43 0.973918
54300 246.267 -346.682 692.583 392.901 -550.465 40.4655 -883.005 0.98046
54400 39.6996 -947.397 262.859 803.637 -129.146 -473.721 683.938 1.00583
54500 288.178 -312.401 557.796 619.14 438.885 143.298 -480.246 0.996534
54600 -148.172 -1159.67 501.174 213.981 -866.619 4.20776 -592.561 0.986137
54700 88.6273 -812.43 415.947 662.364 399.83 -294.267 443.246 1.00899
54800 169.771 -336.988 429.439 416.863 -23.6829 -34.121 -426.281 0.992868
54900 -54.5844 -285.413 -21.0643 142.724 75.0059 -168.607 123.607 0.983297
55000 219.578 -990.739 1085.66 563.816 27.2711 229.715 -250.066 0.989434
55100 394.453 -216.203 847.143 552.42 -502.433 -201.612 -229.396 1.00524
55200 -155.533 -565.274 177.383 -78.7089 903.002 -86.9555 344.664 1.01017
55300 245.867 -713.069 722.563 728.106 -674.238 78.554 64.2328 0.99017
55400 88.8812 -440.742 93.9827 613.403 756.564 -32.7207 -73.085 0.994737
55500 -167.047 -749.003 -61.446 309.308 179.418 811.442 30.9334 0.991214
55600 233.737 -634.353 324.493 1011.07 -153.505 -795.036 451.787 1.00435
55700 135.114 -699.485 355.435 749.392 -179.486 878.504 -501.948 0.994375
55800 117.134 -442.748 436.497 357.651 -422.323 -157.933 144.877 0.998018
55900 273.192 134.16 121.705 563.71 91.0803 -474.741 291.134 0.99494
56000 456.366 -771.519 1326.87 813.742 -270.922 143.721 -299.287 1.00723
56100 -142.51 -925.478 -41.9062 539.854 291.41 426.718 83.9813 1.00653
56200 213.51 -525.064 629.922 535.673 193.701 120.552 -66.9085 0.992206
56300 30.8404 -484.258 -6.83036 583.609 108.807 436.556 57.2668 1.01449
56400 416.513 -114.962 580.206 784.293 215.027 160.394 -11.0173 1.00804
56500 425.747 -477.848 1142.69 612.402 80.8509 450.46 -81.117 1.02091
56600 -107.143 -627.507 110.752 195.325 23.4076 -192.631 -244.975 1.00465
56700 -226.758 -581.698 378.735 -477.311 -266.172 -244.034 -433.592 1.01013
56800 493.946 -317.365 719.61 1079.59 -325.512 236.171 367.044 1.00542
56900 558.801 -267.711 1118.38 825.732 577.414 -273.408 274.556 0.974183
57000 250.168 -516.728 547.15 720.083 107.78 333.797 -96.4239 1.00657
57100 273.224 -264.649 569.713 514.607 8.56105 213.691 -391.049 0.995831
57200 575.202 49.6369 658.073 1017.9 182.98 -377.029 -55.1957 1.01798
57300 7.20296 -344.734 30.2518 336.091 -38.655 204.082 -174.553 0.994937
57400 284.595 -344.683 454.572 743.897 -90.2866 -806.903 70.0173 1.01352
57500 327.119 155.906 403.703 421.748 174.613 75.8452 -91.6691 1.00733
57600 60.95 -506.338 403.941 285.247 68.9529 457.65 -99.7764 0.983127
57700 461.839 -151.223 496.934 1039.81 72.3095 135.977 318.968 1.01534
57800 -12.5592 -986.978 8.6924 940.608 42.6943 278.393 -409.407 1.02625
57900 42.3922 -518.186 579.33 66.0331 -126.394 -733.183 77.8114 1.00574
58000 167.903 -413.132 -53.2796 970.119 119.715 51.5601 -137.352 0.995475
58100 17.3307 -407.827 608.522 -148.702 -305.672 288.625 165.938 1.01883
58200 402.543 324.149 126.613 756.867 407.689 -247.914 -523.564 1.00622
58300 414.029 -203.641 1167.37 278.362 -208.292 515.795 -5.37018 1.02494
58400 -214.941 -555.464 -717.081 627.723 69.1363 -515.162 52.1507 1.00796
58500 151.806 -325.316 656.715 124.019 203.601 1211.28 386.833 1.00108
58600 239.555 -732.133 235.117 1215.68 -114.933 -693.188 -436.332 0.99114
58700 386.218 -385.244 1336.41 207.488 34.2998 885.723 141.554 1.00549
58800 16.1544 -322.333 -219.017 589.813 408.558 -185.225 -491.063 1.00886
58900 -96.3761 -1356.27 872.856 194.284 162.99 -224.818 76.6222 0.993728
59000 -115.062 -836.766 -66.9839 558.564 434.425 379.247 -358.658 0.987188
59100 293.484 -593.904 1148.35 326.001 -198.774 125.652 451.138 1.00188
59200 34.7685 -319.994 -110.405 534.704 -455.143 -488.741 -252.733 0.999761
59300 -366.868 -589.569 -188.562 -322.474 519.889 546.083 693.425 0.994104
59400 187.224 -55.8965 391.347 226.222 -219.902 -93.9107 -364.64 0.990143
59500 -100.156 -672.218 214.013 157.736 628.488 291.07 17.9948 1.00391
59600 59.0439 -135.747 -106.061 418.939 -688.886 312.074 288.901 0.98111
59700 191.187 -342.692 532.035 384.217 473.504 -387.583 -25.6104 0.997183
59800 104.161 -263.73 375.705 200.507 102.961 -52.52 596.526 1.00041
59900 -36.9327 -906.551 287.984 507.769 -488.444 -460.503 -251.566 1.00346
60000 -5.81541 -786.818 446.377 322.994 241.932 190.571 79.3826 1.00919
60100 262.937 -346.68 337.558 797.931 -633.64 -378.005 510.26 1.01289
60200 260.473 -337.833 821.848 297.404 170.076 107.164 -159.405 1.00124
60300 320.134 -388.007 316.559 1031.85 -167.787 -248.834 820.969 1.00223
60400 67.2605 -546.672 544.667 203.786 178.987 -83.6493 -121.951 1.01186
60500 145.216 -284.416 348.792 371.273 -22.0139 366.747 -80.051 0.996368
60600 -304.836 -941.885 279.047 -251.671 149.964 -311.897 -304.152 0.997591
60700 211.44 -446.15 388.198 692.272 -235.227 -31.5569 -198.606 0.994485
60800 155.979 61.7369 24.0082 382.192 159.881 775.551 -512.469 0.991754
60900 101.679 -269.431 112.212 462.256 281.628 -198.551 345.078 0.999116
