193	208	207
194	48	55
194	55	209
194	180	48
194	193	180
194	208	193
194	209	208
195	54	181
195	59	54
195	181	196
195	196	211
195	210	59
195	211	210
196	181	182
196	182	197
196	195	181
196	197	212
196	211	195
196	212	211
197	182	183
197	183	198
197	196	182
197	198	213
197	212	196
197	213	212
198	183	184
198	184	199
198	197	183
198	199	214
198	213	197
198	214	213
199	184	185
199	185	200
199	198	184
199	200	215
199	214	198
199	215	214
200	185	186
200	186	201
200	199	185
200	201	216
200	215	199
200	216	215
201	186	187
201	187	202
201	200	186
201	202	217
201	216	200
201	217	216
202	187	188
202	188	203
202	201	187
202	203	218
202	217	201
202	218	217
203	188	189
203	189	204
203	202	188
203	204	219
203	218	202
203	219	218
204	189	190
204	190	205
204	203	189
204	205	220
204	219	203
204	220	219
205	190	191
205	191	206
205	204	190
205	206	221
205	220	204
205	221	220
206	191	192
206	192	207
206	205	191
206	207	222
206	221	205
206	222	221
207	192	193
207	193	208
207	206	192
207	208	223
207	222	206
207	223	222
208	193	194
208	194	209
208	207	193
208	209	224
208	223	207
208	224	223
209	55	60
209	60	225
209	194	55
209	208	194
209	224	208
209	225	224
210	59	195
210	64	59
210	195	211
210	211	227
210	226	64
210	227	226
211	195	196
211	196	212
211	210	195
211	212	228
211	227	210
211	228	227
212	196	197
212	197	213
212	211	196
212	213	229
212	228	211
212	229	228
213	197	198
213	198	214
213	212	197
213	214	230
213	229	212
213	230	229
214	198	199
214	199	215
214	213	198
214	215	231
214	230	213
214	231	230
215	199	200
215	200	216
215	214	199
215	216	232
215	231	214
215	232	231
216	200	201
216	201	217
216	215	200
216	217	233
216	232	215
216	233	232
217	201	202
217	202	218
217	216	201
217	218	234
217	233	216
217	234	233
218	202	203
218	203	219
218	217	202
218	219	235
218	234	217
218	235	234
219	203	204
219	204	220
219	218	203
219	220	236
219	235	218
219	236	235
220	204	205
220	205	221
220	219	204
220	221	237
220	236	219
220	237	236
221	205	206
221	206	222
221	220	205
221	222	238
221	237	220
221	238	237
222	206	207
222	207	223
222	221	206
222	223	239
222	238	221
222	239	238
223	207	208
223	208	224
223	222	207
223	224	240
223	239	222
223	240	239
224	208	209
224	209	225
224	223	208
224	225	241
224	240	223
224	241	240
225	60	65
225	65	242
225	209	60
225	224	209
225	241	224
225	242	241
226	64	210
226	67	64
226	210	227
226	227	244
226	243	67
226	244	243
227	210	211
227	211	228
227	226	210
227	228	245
227	244	226
227	245	244
228	211	212
228	212	229
228	227	211
228	229	246
228	245	227
228	246	245
229	212	213
229	213	230
229	228	212
229	230	247
229	246	228
229	247	246
230	213	214
230	214	231
230	229	213
230	231	248
230	247	229
230	248	247
231	214	215
231	215	232
231	230	214
231	232	249
231	248	230
231	249	248
232	215	216
232	216	233
232	231	215
232	233	250
232	249	231
232	250	249
233	216	217
233	217	234
233	232	216
233	234	251
233	250	232
233	251	250
234	217	218
234	218	235
234	233	217
234	235	252
234	251	233
234	252	251
235	218	219
235	219	236
235	234	218
235	236	253
235	252	234
235	253	252
236	219	220
236	220	237
236	235	219
236	237	254
236	253	235
236	254	253
237	220	221
237	221	238
237	236	220
237	238	255
237	254	236
237	255	254
238	221	222
238	222	239
238	237	221
238	239	256
238	255	237
238	256	255
239	222	223
239	223	240
239	238	222
239	240	257
239	256	238
239	257	256
240	223	224
240	224	241
240	239	223
240	241	258
240	257	239
240	258	257
241	224	225
241	225	242
241	240	224
241	242	259
241	258	240
241	259	258
242	65	68
242	68	260
242	225	65
242	241	225
242	259	241
242	260	259
243	67	226
243	70	67
243	72	70
243	226	244
243	244	261
243	261	72
244	226	227
244	227	245
244	243	226
244	245	262
244	261	243
244	262	261
245	227	228
245	228	246
245	244	227
245	246	263
245	262	244
245	263	262
246	228	229
246	229	247
246	245	228
246	247	264
246	263	245
246	264	263
247	229	230
247	230	248
247	246	229
247	248	265
247	264	246
247	265	264
248	230	231
248	231	249
248	247	230
248	249	266
248	265	247
248	266	265
249	231	232
249	232	250
249	248	231
249	250	267
249	266	248
249	267	266
250	232	233
250	233	251
250	249	232
250	251	268
250	267	249
250	268	267
251	233	234
251	234	252
251	250	233
251	252	269
251	268	250
251	269	268
252	234	235
252	235	253
252	251	234
252	253	270
252	269	251
252	270	269
253	235	236
253	236	254
253	252	235
253	254	271
253	270	252
253	271	270
254	236	237
254	237	255
254	253	236
254	255	272
254	271	253
254	272	271
255	237	238
255	238	256
255	254	237
255	256	273
255	272	254
255	273	272
256	238	239
256	239	257
256	255	238
256	257	274
256	273	255
256	274	273
257	239	240
257	240	258
257	256	239
257	258	275
257	274	256
257	275	274
258	240	241
258	241	259
258	257	240
258	259	276
258	275	257
258	276	275
259	241	242
259	242	260
259	258	241
259	260	277
259	276	258
259	277	276
260	68	71
260	71	278
260	242	68
260	259	242
260	277	259
260	278	277
261	72	243
261	243	244
261	244	262
261	262	280
261	279	72
261	280	279
262	244	245
262	245	263
262	261	244
262	263	281
262	280	261
262	281	280
263	245	246
263	246	264
263	262	245
263	264	282
263	281	262
263	282	281
264	246	247
264	247	265
264	263	246
264	265	283
264	282	263
264	283	282
265	247	248
265	248	266
265	264	247
265	266	284
265	283	264
265	284	283
266	248	249
266	249	267
266	265	248
266	267	285
266	284	265
266	285	284
267	249	250
267	250	268
267	266	249
267	268	286
267	285	266
267	286	285
268	250	251
268	251	269
268	267	250
268	269	287
268	286	267
268	287	286
269	251	252
269	252	270
269	268	251
269	270	288
269	287	268
269	288	287
270	252	253
270	253	271
270	269	252
270	271	289
270	288	269
270	289	288
271	253	254
271	254	272
271	270	253
271	272	290
271	289	270
271	290	289
272	254	255
272	255	273
272	271	254
272	273	291
272	290	271
272	291	290
273	255	256
273	256	274
273	272	255
273	274	292
273	291	272
273	292	291
274	256	257
274	257	275
274	273	256
274	275	293
274	292	273
274	293	292
275	257	258
275	258	276
275	274	257
275	276	294
275	293	274
275	294	293
276	258	259
276	259	277
276	275	258
276	277	295
276	294	275
276	295	294
277	259	260
277	260	278
277	276	259
277	278	296
277	295	276
277	296	295
278	71	73
278	73	75
278	75	296
278	260	71
278	277	260
278	296	277
279	72	261
279	74	72
279	261	280
279	280	298
279	297	74
279	298	297
280	261	262
280	262	281
280	279	261
280	281	299
280	298	279
280	299	298
281	262	263
281	263	282
281	280	262
281	282	300
281	299	280
281	300	299
282	263	264
282	264	283
282	281	263
282	283	301
282	300	281
282	301	300
283	264	265
283	265	284
283	282	264
283	284	302
283	301	282
283	302	301
284	265	266
284	266	285
284	283	265
284	285	303
284	302	283
284	303	302
285	266	267
285	267	286
285	284	266
285	286	304
285	303	284
285	304	303
286	267	268
286	268	287
286	285	267
286	287	305
286	304	285
286	305	304
287	268	269
287	269	288
287	286	268
287	288	306
287	305	286
287	306	305
288	269	270
288	270	289
288	287	269
288	289	307
288	306	287
288	307	306
289	270	271
289	271	290
289	288	270
289	290	308
289	307	288
289	308	307
290	271	272
290	272	291
290	289	271
290	291	309
290	308	289
290	309	308
291	272	273
291	273	292
291	290	272
291	292	310
291	309	290
291	310	309
292	273	274
292	274	293
292	291	273
292	293	311
292	310	291
292	311	310
293	274	275
293	275	294
293	292	274
293	294	312
293	311	292
293	312	311
294	275	276
294	276	295
294	293	275
294	295	313
294	312	293
294	313	312
295	276	277
295	277	296
295	294	276
295	296	314
295	313	294
295	314	313
296	75	315
296	277	278
296	278	75
296	295	277
296	314	295
296	315	314
297	74	279
297	279	298
297	298	316
297	316	77
298	279	280
298	280	299
298	297	279
298	299	317
298	316	297
298	317	316
299	280	281
299	281	300
299	298	280
299	300	318
299	317	298
299	318	317
300	281	282
300	282	301
300	299	281
300	301	319
300	318	299
300	319	318
301	282	283
301	283	302
301	300	282
301	302	320
301	319	300
301	320	319
302	283	284
302	284	303
302	301	283
302	303	321
302	320	301
302	321	320
303	284	285
303	285	304
303	302	284
303	304	322
303	321	302
303	322	321
304	285	286
304	286	305
304	303	285
304	305	323
304	322	303
304	323	322
305	286	287
305	287	306
305	304	286
305	306	324
305	323	304
305	324	323
306	287	288
306	288	307
306	305	287
306	307	325
306	324	305
306	325	324
307	288	289
307	289	308
307	306	288
307	308	326
307	325	306
307	326	325
308	289	290
308	290	309
308	307	289
308	309	327
308	326	307
308	327	326
309	290	291
309	291	310
309	308	290
309	310	328
309	327	308
309	328	327
310	291	292
310	292	311
310	309	291
310	311	329
310	328	309
310	329	328
311	292	293
311	293	312
311	310	292
311	312	330
311	329	310
311	330	329
312	293	294
312	294	313
312	311	293
312	313	331
312	330	311
312	331	330
313	294	295
313	295	314
313	312	294
313	314	332
313	331	312
313	332	331
314	295	296
314	296	315
314	313	295
314	315	333
314	332	313
314	333	332
315	75	76
315	76	78
315	78	333
315	296	75
315	314	296
315	333	314
316	77	297
316	79	77
316	297	298
316	298	317
316	317	334
316	334	79
317	298	299
317	299	318
317	316	298
317	318	335
317	334	316
317	335	334
318	299	300
318	300	319
318	317	299
318	319	336
318	335	317
318	336	335
319	300	301
319	301	320
319	318	300
319	320	337
319	336	318
319	337	336
320	301	302
320	302	321
320	319	301
320	321	338
320	337	319
320	338	337
321	302	303
321	303	322
321	320	302
321	322	339
321	338	320
321	339	338
322	303	304
322	304	323
322	321	303
322	323	340
322	339	321
322	340	339
323	304	305
323	305	324
323	322	304
323	324	341
323	340	322
323	341	340
324	305	306
324	306	325
324	323	305
324	325	342
324	341	323
324	342	341
325	306	307
325	307	326
325	324	306
325	326	343
325	342	324
325	343	342
326	307	308
326	308	327
326	325	307
326	327	344
326	343	325
326	344	343
327	308	309
327	309	328
327	326	308
327	328	345
327	344	326
327	345	344
328	309	310
328	310	329
328	327	309
328	329	346
328	345	327
328	346	345
329	310	311
329	311	330
329	328	310
329	330	347
329	346	328
329	347	346
330	311	312
330	312	331
330	329	311
330	331	348
330	347	329
330	348	347
331	312	313
331	313	332
331	330	312
331	332	349
331	348	330
331	349	348
332	313	314
332	314	333
332	331	313
332	333	350
332	349	331
332	350	349
333	78	351
333	314	315
333	315	78
333	332	314
333	350	332
333	351	350
334	79	316
334	316	317
334	317	335
334	335	353
334	352	79
334	353	352
335	317	318
335	318	336
335	334	317
335	336	354
335	353	334
335	354	353
336	318	319
336	319	337
336	335	318
336	337	355
336	354	335
336	355	354
337	319	320
337	320	338
337	336	319
337	338	356
337	355	336
337	356	355
338	320	321
338	321	339
338	337	320
338	339	357
338	356	337
338	357	356
339	321	322
339	322	340
339	338	321
339	340	358
339	357	338
339	358	357
340	322	323
340	323	341
340	339	322
340	341	359
340	358	339
340	359	358
341	323	324
341	324	342
341	340	323
341	342	360
341	359	340
341	360	359
342	324	325
342	325	343
342	341	324
342	343	361
342	360	341
342	361	360
343	325	326
343	326	344
343	342	325
343	344	362
343	361	342
343	362	361
344	326	327
344	327	345
344	343	326
344	345	363
344	362	343
344	363	362
345	327	328
345	328	346
345	344	327
345	346	364
345	363	344
345	364	363
346	328	329
346	329	347
346	345	328
346	347	365
346	364	345
346	365	364
347	329	330
347	330	348
347	346	329
347	348	366
347	365	346
347	366	365
348	330	331
348	331	349
348	347	330
348	349	367
348	366	347
348	367	366
349	331	332
349	332	350
349	348	331
349	350	368
349	367	348
349	368	367
350	332	333
350	333	351
350	349	332
350	351	369
350	368	349
350	369	368
351	78	80
351	80	82
351	82	369
351	333	78
351	350	333
351	369	350
352	79	334
352	81	79
352	83	81
352	334	353
352	353	370
352	370	83
353	334	335
353	335	354
353	352	334
353	354	371
353	370	352
353	371	370
354	335	336
354	336	355
354	353	335
354	355	372
354	371	353
354	372	371
355	336	337
355	337	356
355	354	336
355	356	373
355	372	354
355	373	372
356	337	338
356	338	357
356	355	337
356	357	374
356	373	355
356	374	373
357	338	339
357	339	358
357	356	338
357	358	375
357	374	356
357	375	374
358	339	340
358	340	359
358	357	339
358	359	376
358	375	357
358	376	375
359	340	341
359	341	360
359	358	340
359	360	377
359	376	358
359	377	376
360	341	342
360	342	361
360	359	341
360	361	378
360	377	359
360	378	377
361	342	343
361	343	362
361	360	342
361	362	379
361	378	360
361	379	378
362	343	344
362	344	363
362	361	343
362	363	380
362	379	361
362	380	379
363	344	345
363	345	364
363	362	344
363	364	381
363	380	362
363	381	380
364	345	346
364	346	365
364	363	345
364	365	382
364	381	363
364	382	381
365	346	347
365	347	366
365	364	346
365	366	383
365	382	364
365	383	382
366	347	348
366	348	367
366	365	347
366	367	384
366	383	365
366	384	383
367	348	349
367	349	368
367	366	348
367	368	385
367	384	366
367	385	384
368	349	350
368	350	369
368	367	349
368	369	386
368	385	367
368	386	385
369	82	84
369	84	386
369	350	351
369	351	82
369	368	350
369	386	368
370	83	352
370	87	83
370	352	353
370	353	371
370	371	387
370	387	87
371	353	354
371	354	372
371	370	353
371	372	388
371	387	370
371	388	387
372	354	355
372	355	373
372	371	354
372	373	389
372	388	371
372	389	388
373	355	356
373	356	374
373	372	355
373	374	390
373	389	372
373	390	389
374	356	357
374	357	375
374	373	356
374	375	391
374	390	373
374	391	390
375	357	358
375	358	376
375	374	357
375	376	392
375	391	374
375	392	391
376	358	359
376	359	377
376	375	358
376	377	393
376	392	375
376	393	392
377	359	360
377	360	378
377	376	359
377	378	394
377	393	376
377	394	393
378	360	361
378	361	379
378	377	360
378	379	395
378	394	377
378	395	394
379	361	362
379	362	380
379	378	361
379	380	396
379	395	378
379	396	395
380	362	363
380	363	381
380	379	362
380	381	397
380	396	379
380	397	396
381	363	364
381	364	382
381	380	363
381	382	398
381	397	380
381	398	397
382	364	365
382	365	383
382	381	364
382	383	399
382	398	381
382	399	398
383	365	366
383	366	384
383	382	365
383	384	400
383	399	382
383	400	399
384	366	367
384	367	385
384	383	366
384	385	401
384	400	383
384	401	400
385	367	368
385	368	386
385	384	367
385	386	402
385	401	384
385	402	401
386	84	88
386	88	402
386	368	369
386	369	84
386	385	368
386	402	385
387	87	370
387	91	87
387	370	371
387	371	388
387	388	403
387	403	91
388	371	372
388	372	389
388	387	371
388	389	404
388	403	387
388	404	403
389	372	373
389	373	390
389	388	372
389	390	405
389	404	388
389	405	404
390	373	374
390	374	391
390	389	373
390	391	406
390	405	389
390	406	405
391	374	375
391	375	392
391	390	374
391	392	407
391	406	390
391	407	406
392	375	376
392	376	393
392	391	375
392	393	408
392	407	391
392	408	407
393	376	377
393	377	394
393	392	376
393	394	409
393	408	392
393	409	408
394	377	378
394	378	395
394	393	377
394	395	410
394	409	393
394	410	409
395	378	379
395	379	396
395	394	378
395	396	411
395	410	394
395	411	410
396	379	380
396	380	397
396	395	379
396	397	412
396	411	395
396	412	411
397	380	381
397	381	398
397	396	380
397	398	413
397	412	396
397	413	412
398	381	382
398	382	399
398	397	381
398	399	414
398	413	397
398	414	413
399	382	383
399	383	400
399	398	382
399	400	415
399	414	398
399	415	414
400	383	384
400	384	401
400	399	383
400	401	416
400	415	399
400	416	415
401	384	385
401	385	402
401	400	384
401	402	417
401	416	400
401	417	416
402	88	92
402	92	417
402	385	386
402	386	88
402	401	385
402	417	401
403	91	387
403	97	91
403	387	388
403	388	404
403	404	418
403	418	97
404	388	389
404	389	405
404	403	388
404	405	419
404	418	403
404	419	418
405	389	390
405	390	406
405	404	389
405	406	420
405	419	404
405	420	419
406	390	391
406	391	407
406	405	390
406	407	421
406	420	405
406	421	420
407	391	392
407	392	408
407	406	391
407	408	422
407	421	406
407	422	421
408	392	393
408	393	409
408	407	392
408	409	423
408	422	407
408	423	422
409	393	394
409	394	410
409	408	393
409	410	424
409	423	408
409	424	423
410	394	395
410	395	411
410	409	394
410	411	425
410	424	409
410	425	424
411	395	396
411	396	412
411	410	395
411	412	426
411	425	410
411	426	425
412	396	397
412	397	413
412	411	396
412	413	427
412	426	411
412	427	426
413	397	398
413	398	414
413	412	397
413	414	428
413	427	412
413	428	427
414	398	399
414	399	415
414	413	398
414	415	429
414	428	413
414	429	428
415	399	400
415	400	416
415	414	399
415	416	430
415	429	414
415	430	429
416	400	401
416	401	417
416	415	400
416	417	431
416	430	415
416	431	430
417	92	98
417	98	431
417	401	402
417	402	92
417	416	401
417	431	416
418	97	403
418	103	97
418	104	103
418	403	404
418	404	419
418	419	104
419	104	418
419	404	405
419	405	420
419	418	404
419	420	432
419	432	104
420	405	406
420	406	421
420	419	405
420	421	433
420	432	419
420	433	432
421	406	407
421	407	422
421	420	406
421	422	434
421	433	420
421	434	433
422	407	408
422	408	423
422	421	407
422	423	435
422	434	421
422	435	434
423	408	409
423	409	424
423	422	408
423	424	436
423	435	422
423	436	435
424	409	410
424	410	425
424	423	409
424	425	437
424	436	423
424	437	436
425	410	411
425	411	426
425	424	410
425	426	438
425	437	424
425	438	437
426	411	412
426	412	427
426	425	411
426	427	439
426	438	425
426	439	438
427	412	413
427	413	428
427	426	412
427	428	440
427	439	426
427	440	439
428	413	414
428	414	429
428	427	413
428	429	441
428	440	427
428	441	440
429	414	415
429	415	430
429	428	414
429	430	442
429	441	428
429	442	441
430	415	416
430	416	431
430	429	415
430	431	443
430	442	429
430	443	442
431	98	105
431	105	443
431	416	417
431	417	98
431	430	416
