1	2	21
2	3	22
2	21	1
2	22	21
3	4	23
3	22	2
3	23	22
4	5	24
4	23	3
4	24	23
5	6	25
5	24	4
5	25	24
6	7	26
6	25	5
6	26	25
7	8	152
7	26	6
7	152	26
8	9	153
8	152	7
8	153	152
9	10	154
9	153	8
9	154	153
10	11	155
10	154	9
10	155	154
11	12	156
11	155	10
11	156	155
12	13	157
12	156	11
12	157	156
13	14	158
13	157	12
13	158	157
14	15	27
14	27	158
14	158	13
15	16	28
15	27	14
15	28	27
16	17	29
16	28	15
16	29	28
17	18	30
17	29	16
17	30	29
18	19	31
18	30	17
18	31	30
19	20	32
19	31	18
19	32	31
20	32	19
20	33	32
21	1	2
21	2	22
21	22	35
21	35	34
22	2	3
22	3	23
22	21	2
22	23	36
22	35	21
22	36	35
23	3	4
23	4	24
23	22	3
23	24	37
23	36	22
23	37	36
24	4	5
24	5	25
24	23	4
24	25	38
24	37	23
24	38	37
25	5	6
25	6	26
25	24	5
25	26	159
25	38	24
25	159	38
26	6	7
26	7	152
26	25	6
26	152	160
26	159	25
26	160	159
27	14	15
27	15	28
27	28	168
27	158	14
27	167	158
27	168	167
28	15	16
28	16	29
28	27	15
28	29	39
28	39	168
28	168	27
29	16	17
29	17	30
29	28	16
29	30	40
29	39	28
29	40	39
30	17	18
30	18	31
30	29	17
30	31	41
30	40	29
30	41	40
31	18	19
31	19	32
31	30	18
31	32	42
31	41	30
31	42	41
32	19	20
32	20	33
32	31	19
32	33	43
32	42	31
32	43	42
33	32	20
33	43	32
34	21	35
34	35	44
35	21	22
35	22	36
35	34	21
35	36	45
35	44	34
35	45	44
36	22	23
36	23	37
36	35	22
36	37	46
36	45	35
36	46	45
37	23	24
37	24	38
37	36	23
37	38	47
37	46	36
37	47	46
38	24	25
38	25	159
38	37	24
38	47	37
38	159	169
38	169	47
39	28	29
39	29	40
39	40	180
39	168	28
39	179	168
39	180	179
40	29	30
40	30	41
40	39	29
40	41	48
40	48	180
40	180	39
41	30	31
41	31	42
41	40	30
41	42	49
41	48	40
41	49	48
42	31	32
42	32	43
42	41	31
42	43	50
42	49	41
42	50	49
43	32	33
43	42	32
43	50	42
43	51	50
44	34	35
44	35	45
44	45	53
44	53	52
45	35	36
45	36	46
45	44	35
45	46	54
45	53	44
45	54	53
46	36	37
46	37	47
46	45	36
46	47	181
46	54	45
46	181	54
47	37	38
47	38	169
47	46	37
47	169	182
47	181	46
47	182	181
48	40	41
48	41	49
48	49	55
48	55	194
48	180	40
48	194	180
49	41	42
49	42	50
49	48	41
49	50	56
49	55	48
49	56	55
50	42	43
50	43	51
50	49	42
50	51	57
50	56	49
50	57	56
51	50	43
51	57	50
52	44	53
52	53	58
53	44	45
53	45	54
53	52	44
53	54	59
53	58	52
53	59	58
54	45	46
54	46	181
54	53	45
54	59	53
54	181	195
54	195	59
55	48	49
55	49	56
55	56	60
55	60	209
55	194	48
55	209	194
56	49	50
56	50	57
56	55	49
56	57	61
56	60	55
56	61	60
57	50	51
57	56	50
57	61	56
57	62	61
58	52	53
58	53	59
58	59	64
58	64	63
59	53	54
59	54	195
59	58	53
59	64	58
59	195	210
59	210	64
60	55	56
60	56	61
60	61	65
60	65	225
60	209	55
60	225	209
61	56	57
61	57	62
61	60	56
61	62	66
61	65	60
61	66	65
62	61	57
62	66	61
63	58	64
63	64	67
64	58	59
64	59	210
64	63	58
64	67	63
64	210	226
64	226	67
65	60	61
65	61	66
65	66	68
65	68	242
65	225	60
65	242	225
66	61	62
66	65	61
66	68	65
66	69	68
67	63	64
67	64	226
67	226	243
67	243	70
68	65	66
68	66	69
68	69	71
68	71	260
68	242	65
68	260	242
69	68	66
69	71	68
70	67	243
70	243	72
71	68	69
71	73	278
71	260	68
71	278	260
72	70	243
72	243	261
72	261	279
72	279	74
73	75	278
73	278	71
74	72	279
74	279	297
75	76	315
75	278	73
75	296	278
75	315	296
76	78	315
76	315	75
77	297	316
77	316	79
78	80	351
78	315	76
78	333	315
78	351	333
79	77	316
79	316	334
79	334	352
79	352	81
80	82	351
80	351	78
81	79	352
81	352	83
82	84	369
82	85	84
82	351	80
82	369	351
83	81	352
83	87	86
83	352	370
83	370	87
84	82	85
84	85	89
84	88	386
84	89	88
84	369	82
84	386	369
85	84	82
85	89	84
86	83	87
86	87	90
87	83	370
87	86	83
87	90	86
87	91	90
87	370	387
87	387	91
88	84	89
88	89	93
88	92	402
88	93	92
88	386	84
88	402	386
89	84	85
89	88	84
89	93	88
89	94	93
90	86	87
90	87	91
90	91	96
90	96	95
91	87	387
91	90	87
91	96	90
91	97	96
91	387	403
91	403	97
92	88	93
92	93	99
92	98	417
92	99	98
92	402	88
92	417	402
93	88	89
93	89	94
93	92	88
93	94	100
93	99	92
93	100	99
94	93	89
94	100	93
95	90	96
95	96	101
96	90	91
96	91	97
96	95	90
96	97	102
96	101	95
96	102	101
97	91	403
97	96	91
97	102	96
97	103	102
97	403	418
97	418	103
98	92	99
98	99	106
98	105	431
98	106	105
98	417	92
98	431	417
99	92	93
99	93	100
99	98	92
99	100	107
99	106	98
99	107	106
100	93	94
100	99	93
100	107	99
100	108	107
101	95	96
101	96	102
101	102	110
101	110	109
102	96	97
102	97	103
102	101	96
102	103	111
102	110	101
102	111	110
103	97	418
103	102	97
103	104	112
103	111	102
103	112	111
103	418	104
104	103	418
104	112	103
104	113	112
104	418	419
104	419	432
104	432	113
105	98	106
105	106	116
105	115	443
105	116	115
105	431	98
105	443	431
106	98	99
106	99	107
106	105	98
106	107	117
106	116	105
106	117	116
107	99	100
107	100	108
107	106	99
107	108	118
107	117	106
107	118	117
108	107	100
108	118	107
109	101	110
109	110	119
110	101	102
110	102	111
110	109	101
110	111	120
110	119	109
110	120	119
111	102	103
111	103	112
111	110	102
111	112	121
111	120	110
111	121	120
112	103	104
112	104	113
112	111	103
112	113	122
112	121	111
112	122	121
113	104	432
113	112	104
113	122	112
113	123	122
113	432	444
113	444	123
114	115	127
114	126	453
114	127	126
114	442	443
114	443	115
114	453	442
115	105	116
115	114	443
115	116	128
115	127	114
115	128	127
115	443	105
116	105	106
116	106	117
116	115	105
116	117	129
116	128	115
116	129	128
117	106	107
117	107	118
117	116	106
117	118	130
117	129	116
117	130	129
118	107	108
118	117	107
118	130	117
118	131	130
119	109	110
119	110	120
119	120	133
119	133	132
120	110	111
120	111	121
120	119	110
120	121	134
120	133	119
120	134	133
121	111	112
121	112	122
121	120	111
121	122	135
121	134	120
121	135	134
122	112	113
122	113	123
122	121	112
122	123	136
122	135	121
122	136	135
123	113	444
123	122	113
123	124	137
123	136	122
123	137	136
123	444	124
124	123	444
124	137	123
124	138	137
124	444	445
124	445	454
124	454	138
125	126	146
125	145	460
125	146	145
125	452	453
125	453	126
125	460	452
126	114	127
126	125	453
126	127	147
126	146	125
126	147	146
126	453	114
127	114	115
127	115	128
127	126	114
127	128	148
127	147	126
127	148	147
128	115	116
128	116	129
128	127	115
128	129	149
128	148	127
128	149	148
129	116	117
129	117	130
129	128	116
129	130	150
129	149	128
129	150	149
130	117	118
130	118	131
130	129	117
130	131	151
130	150	129
130	151	150
131	130	118
131	151	130
132	119	133
133	119	120
133	120	134
133	132	119
134	120	121
134	121	135
134	133	120
135	121	122
135	122	136
135	134	121
136	122	123
136	123	137
136	135	122
137	123	124
137	124	138
137	136	123
138	124	454
138	137	124
138	454	139
139	138	454
139	454	455
139	455	140
140	139	455
140	455	456
140	456	141
141	140	456
141	456	457
141	457	142
142	141	457
142	457	458
142	458	143
143	142	458
143	458	459
143	459	144
144	143	459
144	459	460
144	460	145
145	125	146
145	144	460
145	460	125
146	125	126
146	126	147
146	145	125
147	126	127
147	127	148
147	146	126
148	127	128
148	128	149
148	147	127
149	128	129
149	129	150
149	148	128
150	129	130
150	130	151
150	149	129
151	130	131
151	150	130
152	7	8
152	8	153
152	26	7
152	153	161
152	160	26
152	161	160
153	8	9
153	9	154
153	152	8
153	154	162
153	161	152
153	162	161
154	9	10
154	10	155
154	153	9
154	155	163
154	162	153
154	163	162
155	10	11
155	11	156
155	154	10
155	156	164
155	163	154
155	164	163
156	11	12
156	12	157
156	155	11
156	157	165
156	164	155
156	165	164
157	12	13
157	13	158
157	156	12
157	158	166
157	165	156
157	166	165
158	13	14
158	14	27
158	27	167
158	157	13
158	166	157
158	167	166
159	25	26
159	26	160
159	38	25
159	160	170
159	169	38
159	170	169
160	26	152
160	152	161
160	159	26
160	161	171
160	170	159
160	171	170
161	152	153
161	153	162
161	160	152
161	162	172
161	171	160
161	172	171
162	153	154
162	154	163
162	161	153
162	163	173
162	172	161
162	173	172
163	154	155
163	155	164
163	162	154
163	164	174
163	173	162
163	174	173
164	155	156
164	156	165
164	163	155
164	165	175
164	174	163
164	175	174
165	156	157
165	157	166
165	164	156
165	166	176
165	175	164
165	176	175
166	157	158
166	158	167
166	165	157
166	167	177
166	176	165
166	177	176
167	27	168
167	158	27
167	166	158
167	168	178
167	177	166
167	178	177
168	27	28
168	28	39
168	39	179
168	167	27
168	178	167
168	179	178
169	38	159
169	47	38
169	159	170
169	170	183
169	182	47
169	183	182
170	159	160
170	160	171
170	169	159
170	171	184
170	183	169
170	184	183
171	160	161
171	161	172
171	170	160
171	172	185
171	184	170
171	185	184
172	161	162
172	162	173
172	171	161
172	173	186
172	185	171
172	186	185
173	162	163
173	163	174
173	172	162
173	174	187
173	186	172
173	187	186
174	163	164
174	164	175
174	173	163
174	175	188
174	187	173
174	188	187
175	164	165
175	165	176
175	174	164
175	176	189
175	188	174
175	189	188
176	165	166
176	166	177
176	175	165
176	177	190
176	189	175
176	190	189
177	166	167
177	167	178
177	176	166
177	178	191
177	190	176
177	191	190
178	167	168
178	168	179
178	177	167
178	179	192
178	191	177
178	192	191
179	39	180
179	168	39
179	178	168
179	180	193
179	192	178
179	193	192
180	39	40
180	40	48
180	48	194
180	179	39
180	193	179
180	194	193
181	46	47
181	47	182
181	54	46
181	182	196
181	195	54
181	196	195
182	47	169
182	169	183
182	181	47
182	183	197
182	196	181
182	197	196
183	169	170
183	170	184
183	182	169
183	184	198
183	197	182
183	198	197
184	170	171
184	171	185
184	183	170
184	185	199
184	198	183
184	199	198
185	171	172
185	172	186
185	184	171
185	186	200
185	199	184
185	200	199
186	172	173
186	173	187
186	185	172
186	187	201
186	200	185
186	201	200
187	173	174
187	174	188
187	186	173
187	188	202
187	201	186
187	202	201
188	174	175
188	175	189
188	187	174
188	189	203
188	202	187
188	203	202
189	175	176
189	176	190
189	188	175
189	190	204
189	203	188
189	204	203
190	176	177
190	177	191
190	189	176
190	191	205
190	204	189
190	205	204
191	177	178
191	178	192
191	190	177
191	192	206
191	205	190
191	206	205
192	178	179
192	179	193
192	191	178
192	193	207
192	206	191
192	207	206
193	179	180
193	180	194
193	192	179
193	194	208
193	207	192
